Geneid	HER21	HER22	HER23	NonTNBC1	NonTNBC2	NonTNBC3	Normal1	Normal2	Normal3	TNBC1	TNBC2	TNBC3
ENSG00000162753	5	0	1	6	7	5	1	0	0	17	1	6
ENSG00000238272	0	0	0	3	3	3	0	0	0	6	2	0
ENSG00000285777	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000183831	3	1	0	6	4	2	2	4	13	18	3	10
ENSG00000232113	0	0	1	0	0	0	0	0	0	3	0	2
ENSG00000076321	191	283	181	374	202	299	100	294	509	187	204	148
ENSG00000225591	3	3	4	1	5	0	0	0	1	5	2	0
ENSG00000200674	1	2	0	1	2	2	2	0	0	5	4	1
ENSG00000120334	105	383	136	388	111	179	63	133	105	345	177	244
ENSG00000252357	1	2	0	0	0	0	0	1	0	3	0	0
ENSG00000117593	364	973	444	711	419	571	184	369	332	518	497	322
ENSG00000234741	832	2138	741	2052	928	1346	1284	4138	2831	850	866	890
ENSG00000270084	9	39	30	43	44	52	14	23	18	31	18	20
ENSG00000185278	1183	1377	819	1493	1089	1570	97	340	359	673	542	479
ENSG00000117601	1	3	0	12	3	9	5	3	2	15	5	5
ENSG00000252231	0	0	1	0	1	1	0	0	0	2	2	0
ENSG00000135870	1265	2501	1503	2690	1270	1668	520	1583	1982	1387	1271	1066
ENSG00000200755	0	0	0	0	2	0	0	0	0	2	0	0
ENSG00000236535	14	21	18	6	11	20	0	1	0	19	6	10
ENSG00000224977	0	0	3	2	0	1	0	3	1	0	3	2
ENSG00000225713	0	0	0	2	0	3	0	0	0	6	0	0
ENSG00000227373	6	3	3	12	12	10	1	2	1	23	7	10
ENSG00000152061	1716	1304	1338	1539	1057	1364	418	1064	1466	836	669	869
ENSG00000237317	14	21	11	3	4	5	0	1	0	2	0	1
ENSG00000203737	75	58	61	10	18	12	0	0	2	21	6	5
ENSG00000223828	2	3	3	1	7	7	0	0	0	17	7	4
ENSG00000231378	27	32	15	1	5	7	0	0	0	7	2	3
ENSG00000237249	10	15	8	1	4	5	0	0	0	5	2	1
ENSG00000223525	15	18	10	4	8	9	0	0	0	8	3	3
ENSG00000235869	17	12	7	2	4	5	0	0	0	1	2	0
ENSG00000229531	26	19	15	1	6	9	0	1	0	5	5	11
ENSG00000252552	0	2	1	0	1	0	0	0	0	0	2	0
ENSG00000287697	10	14	8	10	7	7	7	3	1	7	3	4
ENSG00000116161	387	1197	493	1104	664	882	3644	905	973	753	561	642
ENSG00000120333	194	361	201	684	333	334	205	255	320	272	281	205
ENSG00000206659	3	7	1	11	3	5	1	0	0	5	2	0
ENSG00000181101	0	0	0	1	0	1	0	0	0	3	1	0
ENSG00000120332	576	4	14	27	100	245	278	2503	2612	52	407	30
ENSG00000235750	433	427	864	2402	1068	1137	2867	5079	7853	503	440	423
ENSG00000230687	0	0	0	0	1	1	0	0	0	6	1	0
ENSG00000233946	0	0	0	0	0	0	0	0	0	0	1	2
ENSG00000260990	0	0	0	0	6	10	0	0	0	11	1	0
ENSG00000116147	21	3	5	38	31	34	1	3	3	98	40	25
ENSG00000235628	0	0	0	1	0	3	0	0	0	8	2	3
ENSG00000224718	0	0	1	10	7	6	0	0	0	13	2	7
ENSG00000227740	9	4	8	5	8	4	6	6	1	12	6	0
ENSG00000230777	0	0	7	2	3	1	1	3	2	2	1	1
ENSG00000143207	727	1529	847	1271	576	743	438	913	809	767	653	556
ENSG00000252906	131	78	36	30	25	31	0	0	0	6	12	4
ENSG00000228686	30	43	20	14	11	15	3	5	14	12	10	8
ENSG00000236021	2	7	0	10	9	11	3	0	5	30	3	6
ENSG00000273629	0	0	1	0	0	1	0	0	0	3	0	0
ENSG00000232463	0	0	0	0	0	0	0	1	0	4	0	0
ENSG00000253025	0	0	0	0	0	0	0	0	0	5	0	1
ENSG00000227815	1	2	0	3	2	0	0	0	0	4	0	0
ENSG00000231020	0	1	0	0	1	0	0	0	0	3	0	1
ENSG00000225904	0	0	2	0	0	1	0	0	0	1	1	0
ENSG00000116183	29	2	3	27	34	58	38	112	129	68	31	28
ENSG00000237514	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000286754	0	0	0	0	0	2	0	0	0	6	2	1
ENSG00000152092	36	2	2	27	25	87	57	185	814	59	36	30
ENSG00000202609	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000198797	56	2	0	4	11	13	35	51	26	34	10	12
ENSG00000224968	4	1	2	10	4	3	1	0	0	6	0	2
ENSG00000227579	2	0	3	15	1	17	0	1	0	31	5	7
ENSG00000236720	1	1	0	2	2	2	0	0	0	7	0	3
ENSG00000120341	5	5	3	9	14	9	4	6	1	23	6	10
ENSG00000254154	23	16	26	11	9	12	2	12	6	20	7	8
ENSG00000242193	129	139	216	297	32	48	269	244	462	59	85	99
ENSG00000276563	3	1	6	0	1	1	1	0	0	0	0	0
ENSG00000224687	10	40	16	34	21	23	139	93	132	24	35	21
ENSG00000075391	748	1841	766	1471	653	782	534	2725	4273	738	1089	864
ENSG00000270575	21	41	14	9	4	2	0	1	1	11	2	1
ENSG00000213058	10	6	0	1	4	0	0	1	0	10	12	8
ENSG00000188585	1	0	1	11	17	10	1	0	4	24	10	9
ENSG00000264809	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000285910	0	0	0	5	4	2	0	0	0	12	3	1
ENSG00000240021	1	0	3	15	12	10	1	3	0	39	14	6
ENSG00000213057	8	16	17	18	18	35	4	5	3	29	14	12
ENSG00000201347	0	1	3	3	1	2	0	0	0	3	1	0
ENSG00000273384	1	0	2	0	2	6	0	1	2	1	3	2
ENSG00000266417	0	0	0	0	2	0	0	0	0	0	0	3
ENSG00000273062	11	6	18	8	22	18	3	16	7	4	8	5
ENSG00000116191	627	538	1033	1794	891	1429	263	970	1207	146	244	329
ENSG00000228196	14	13	12	2	7	10	1	0	0	6	2	0
ENSG00000201791	1	2	3	0	1	0	1	0	0	1	0	3
ENSG00000116194	137	107	186	101	85	174	94	1173	1328	38	33	30
ENSG00000116199	808	2174	1039	2861	1787	2144	656	2522	3012	1017	1207	1494
ENSG00000232750	5	13	2	0	6	4	1	2	1	8	1	3
ENSG00000186283	261	882	509	1530	367	590	345	600	604	507	542	629
ENSG00000143322	998	1900	956	1528	894	1174	788	4133	4867	1047	994	986
ENSG00000234041	5	6	0	0	1	0	0	2	0	2	1	1
ENSG00000231905	17	46	14	3	6	4	0	0	0	6	2	3
ENSG00000212338	0	7	1	2	2	2	0	0	0	0	0	0
ENSG00000201619	3	5	2	3	0	3	0	0	0	3	0	0
ENSG00000231564	6	14	8	0	6	2	0	0	0	3	0	2
ENSG00000225711	9	39	12	5	12	13	1	0	0	14	5	2
ENSG00000223794	0	0	0	0	0	1	0	0	0	2	1	2
ENSG00000228191	0	0	0	0	0	0	0	0	0	3	1	0
ENSG00000057252	654	1410	835	1369	498	656	244	851	1078	919	622	688
ENSG00000162779	0	27	4	26	8	17	4	4	2	47	15	10
ENSG00000224620	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236539	0	2	1	10	13	10	2	1	0	33	12	10
ENSG00000261250	0	0	0	0	4	7	0	0	0	21	4	2
ENSG00000116218	0	1	0	3	4	3	0	0	0	7	3	1
ENSG00000251875	0	0	0	2	1	1	0	0	0	0	1	0
ENSG00000227141	0	3	3	10	14	14	5	49	40	13	13	6
ENSG00000261060	0	0	2	4	3	2	0	3	4	1	2	0
ENSG00000162782	34	57	55	538	264	280	72	112	163	92	101	75
ENSG00000243062	0	0	0	1	1	1	0	0	0	4	0	3
ENSG00000143340	0	1	0	6	13	15	2	3	0	26	7	10
ENSG00000229407	0	0	0	3	1	6	8	4	0	6	1	4
ENSG00000231966	0	1	0	0	0	0	37	25	38	0	1	0
ENSG00000169905	1231	2731	1181	3647	1511	1982	1097	3199	3653	1505	1377	1139
ENSG00000272906	5	19	10	11	20	7	3	1	1	9	3	4
ENSG00000143337	389	585	452	932	491	673	1009	3671	4550	642	487	485
ENSG00000264916	0	1	1	2	3	1	1	1	0	2	2	0
ENSG00000261831	0	0	0	1	0	4	1	0	1	2	1	1
ENSG00000260360	2	1	1	7	5	2	3	1	3	2	6	7
ENSG00000135837	2330	4504	2702	2884	1889	2400	339	1560	2473	2168	1381	1399
ENSG00000235145	9	31	19	10	5	10	0	1	0	7	7	8
ENSG00000223450	15	32	17	5	23	14	0	2	0	12	5	1
ENSG00000261817	0	0	0	0	1	3	0	0	0	1	0	1
ENSG00000116260	1348	2470	1063	9213	1150	1644	3049	5652	6192	1512	1568	2357
ENSG00000121454	46	112	68	58	70	109	22	21	34	107	50	36
ENSG00000230124	224	502	307	824	449	499	372	571	609	355	352	326
ENSG00000235060	5	9	5	4	4	7	0	1	0	10	3	3
ENSG00000265435	0	2	2	0	0	1	0	0	0	1	0	0
ENSG00000206905	0	1	0	0	1	2	0	0	0	0	1	0
ENSG00000236719	0	2	0	3	2	4	0	1	0	14	4	7
ENSG00000143324	713	1325	558	1735	604	669	698	1777	3996	495	562	696
ENSG00000283575	1	3	0	3	0	2	1	0	0	1	0	1
ENSG00000225857	1	1	0	9	9	14	11	6	3	28	6	6
ENSG00000135835	28	79	22	68	46	49	49	101	117	79	63	49
ENSG00000243155	4	14	5	8	3	2	11	7	13	5	10	6
ENSG00000232586	1	2	0	6	1	5	0	1	2	5	5	4
ENSG00000251520	10	31	5	5	3	13	3	2	3	14	9	1
ENSG00000270711	2	22	5	1	0	2	4	0	1	2	8	3
ENSG00000135823	632	2245	825	1881	612	971	375	1063	1634	956	1082	840
ENSG00000153029	361	235	275	1273	271	393	221	447	1015	450	487	266
ENSG00000162783	408	659	290	1266	351	701	13450	5329	10893	299	522	280
ENSG00000237292	1	0	1	1	2	1	0	0	0	4	2	3
ENSG00000225359	0	0	0	0	1	1	0	0	0	2	2	3
ENSG00000179452	1	0	0	0	0	1	1	0	0	2	1	0
ENSG00000198216	57	5	52	44	54	73	3	3	6	160	62	67
ENSG00000273573	0	0	0	1	0	1	0	0	0	0	1	1
ENSG00000252977	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287452	2	0	1	6	6	8	0	1	0	25	9	12
ENSG00000272880	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000222397	0	0	0	2	0	0	0	0	0	2	0	1
ENSG00000179930	3	3	3	4	3	5	4	8	50	12	1	6
ENSG00000224810	1	4	0	9	9	14	3	10	47	19	10	3
ENSG00000225982	0	5	0	0	5	8	0	3	2	21	3	5
ENSG00000228918	3	5	10	13	15	25	3	4	3	63	11	16
ENSG00000232309	0	1	1	1	3	1	0	0	0	6	0	4
ENSG00000232096	0	1	1	0	1	0	0	0	0	2	0	3
ENSG00000206764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228664	0	0	0	1	2	2	0	0	0	6	0	1
ENSG00000231684	0	0	0	0	1	0	0	2	0	2	2	1
ENSG00000135821	3420	6454	6101	16117	8485	7262	8987	13523	19919	4626	3596	4301
ENSG00000203730	4	6	2	15	8	21	1	0	0	21	5	11
ENSG00000203729	0	1	0	2	8	6	0	0	0	13	1	1
ENSG00000121446	0	1	1	5	19	15	0	0	0	51	17	29
ENSG00000270443	0	0	0	0	0	2	0	0	0	2	0	0
ENSG00000233537	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000135828	226	102	157	409	254	398	43	108	193	184	166	89
ENSG00000276839	1	0	0	1	0	0	0	0	0	1	0	2
ENSG00000143333	247	186	505	595	221	355	1616	2635	3792	169	399	326
ENSG00000261504	2	6	2	12	3	6	4	6	14	3	6	2
ENSG00000135824	1	0	5	25	18	21	0	0	3	46	20	28
ENSG00000227181	0	0	0	0	1	1	0	0	0	2	0	0
ENSG00000271269	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000135838	403	419	635	734	145	231	38	60	45	299	179	286
ENSG00000287808	2	3	3	8	7	9	4	7	5	9	8	3
ENSG00000135829	2665	7099	2940	6961	2602	3192	2985	5978	7702	3795	3001	3255
ENSG00000157060	0	0	0	5	1	2	5	1	2	10	1	4
ENSG00000224040	0	1	1	1	1	2	1	0	0	1	0	0
ENSG00000285609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226570	0	0	0	1	5	1	0	0	0	4	3	0
ENSG00000176855	1	0	1	3	2	5	2	1	2	4	2	3
ENSG00000207472	1	1	0	0	0	0	0	0	0	1	0	0
ENSG00000135862	2245	5881	1302	4024	2250	2666	2184	10187	14780	3364	3209	2597
ENSG00000224468	20	37	2	4	10	12	12	68	17	5	11	4
ENSG00000058085	451	1405	70	789	82	244	3685	8517	11063	686	2167	4104
ENSG00000157064	28	15	17	18	22	32	44	150	199	65	25	39
ENSG00000287929	0	0	0	6	2	3	33	8	16	18	3	8
ENSG00000233562	0	0	1	1	0	2	1	0	0	6	1	1
ENSG00000286372	2	0	1	6	2	1	0	0	0	13	2	2
ENSG00000232860	14	20	7	59	31	19	7	9	22	32	24	13
ENSG00000116698	1049	3107	1262	3346	1431	1514	863	1897	3541	1380	1115	1082
ENSG00000116701	287	202	466	959	130	212	28	61	75	308	226	338
ENSG00000286966	0	1	0	1	4	7	0	0	2	6	1	2
ENSG00000162704	1252	1862	1514	7140	1494	2084	1267	3377	3506	2663	3896	2851
ENSG00000143344	624	505	429	1105	256	451	295	1476	2472	434	614	346
ENSG00000173627	3	10	14	5	3	4	0	0	0	27	4	3
ENSG00000270994	0	0	0	1	0	2	0	0	0	4	0	2
ENSG00000227554	1	1	1	0	1	1	1	0	0	5	0	0
ENSG00000198756	17	84	12	29	11	42	32	139	332	61	109	26
ENSG00000198860	258	713	412	901	290	485	249	299	257	615	725	395
ENSG00000286655	10	16	14	3	13	12	1	2	0	26	16	13
ENSG00000199840	0	0	0	1	1	5	0	0	0	2	0	0
ENSG00000207080	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231791	0	0	0	0	1	0	0	0	0	3	0	2
ENSG00000244568	0	0	0	0	0	2	0	1	0	4	1	1
ENSG00000271387	0	1	1	9	7	7	6	6	5	6	6	2
ENSG00000116667	398	444	372	1898	669	1311	2342	2892	4892	215	642	901
ENSG00000230470	14	21	9	6	17	9	2	6	0	3	4	4
ENSG00000232036	18	25	6	6	8	14	1	3	3	4	6	2
ENSG00000285847	21	27	18	26	38	41	13	76	33	35	22	38
ENSG00000286378	1	2	2	3	3	6	6	9	4	9	1	7
ENSG00000116406	980	2611	1416	5196	1097	1590	415	1390	2979	1001	1109	1038
ENSG00000135842	832	323	782	688	862	1472	1328	4064	5540	789	1201	702
ENSG00000252222	5	1	3	2	0	1	0	0	0	0	0	0
ENSG00000260976	0	1	0	0	1	2	0	0	0	2	2	2
ENSG00000201312	0	0	0	0	0	3	0	0	0	0	1	1
ENSG00000121481	204	330	230	498	363	428	238	851	979	248	335	258
ENSG00000232792	3	4	7	2	5	1	2	0	0	4	1	1
ENSG00000121486	310	583	373	776	424	527	97	183	270	461	355	376
ENSG00000116668	156	271	161	245	174	218	66	175	265	127	115	137
ENSG00000231084	6	7	3	6	3	3	5	8	10	5	3	3
ENSG00000213051	1	1	3	3	0	1	2	4	0	4	2	1
ENSG00000201421	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000206640	1	2	2	1	1	1	0	0	0	1	0	0
ENSG00000233583	10	21	9	5	7	5	2	2	1	12	3	4
ENSG00000252612	1	1	1	1	0	0	0	0	1	1	1	0
ENSG00000238061	9	11	8	1	6	5	1	1	2	7	4	0
ENSG00000279838	8	26	13	13	9	16	15	4	8	28	6	6
ENSG00000116679	2288	4050	2111	4086	1173	1217	4453	10530	13698	2109	2188	1400
ENSG00000273004	6	11	4	14	4	2	12	16	27	10	8	6
ENSG00000261024	3	19	3	2	4	5	0	2	1	12	2	5
ENSG00000252407	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270920	0	0	1	2	3	1	0	0	0	5	3	2
ENSG00000279401	0	1	1	0	0	2	0	0	0	2	3	3
ENSG00000228309	0	0	0	0	7	8	0	0	0	17	6	5
ENSG00000207108	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000201596	0	0	0	0	1	1	0	0	0	5	1	1
ENSG00000261729	2	0	0	2	4	0	0	0	0	7	1	0
ENSG00000143341	1772	312	755	947	1719	2460	211	2039	3771	404	1021	427
ENSG00000224691	4	0	1	0	1	0	0	5	1	0	1	0
ENSG00000288078	0	0	0	0	2	1	0	0	0	2	1	7
ENSG00000116690	25	6	26	39	32	49	18	34	26	46	15	13
ENSG00000047410	2200	5341	2557	4865	2153	2781	1115	3246	5732	2884	2083	1428
ENSG00000202025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157181	343	697	371	1684	456	899	461	816	1085	470	352	373
ENSG00000262180	4	6	4	3	3	3	0	7	2	2	4	2
ENSG00000229739	45	62	52	55	136	67	4	12	8	82	22	20
ENSG00000116703	8	22	17	4	13	11	2	0	3	19	2	6
ENSG00000273198	0	1	1	1	5	2	1	0	0	8	1	2
ENSG00000228238	3	3	1	2	8	5	2	0	0	7	0	0
ENSG00000233196	1	0	1	1	5	1	0	1	1	3	0	1
ENSG00000073756	86	181	31	36	30	99	1285	4350	4398	23	58	962
ENSG00000273129	0	1	0	7	3	1	0	10	6	3	0	2
ENSG00000116711	69	179	122	106	21	53	157	407	382	77	418	861
ENSG00000230426	13	8	11	12	4	17	0	4	7	54	14	13
ENSG00000271558	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225462	0	0	0	0	0	1	0	0	0	3	0	1
ENSG00000274702	0	0	0	0	0	0	0	0	0	2	1	2
ENSG00000236401	0	0	0	1	0	4	0	0	0	4	4	3
ENSG00000223847	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000285894	0	0	0	1	0	1	0	0	0	4	0	2
ENSG00000150732	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000222240	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000261182	0	0	0	1	0	1	0	0	0	1	0	0
ENSG00000224278	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000225006	0	0	1	5	3	2	0	0	0	20	0	7
ENSG00000235083	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231022	0	0	0	0	0	0	0	0	0	4	0	2
ENSG00000237283	0	0	0	0	0	6	0	0	0	11	2	3
ENSG00000238054	0	0	0	1	5	2	0	0	0	4	1	2
ENSG00000226486	0	0	0	0	2	1	0	0	0	1	0	2
ENSG00000271036	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000226196	0	0	0	0	1	1	0	0	0	3	0	1
ENSG00000252553	0	0	0	0	1	0	0	0	0	1	1	0
ENSG00000232212	0	0	0	0	0	2	0	0	0	2	0	0
ENSG00000238270	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000287472	0	0	0	0	0	3	0	0	0	2	0	0
ENSG00000230987	2	0	1	3	3	4	0	0	0	7	1	2
ENSG00000162670	2	3	94	2	4	8	4	52	10	16	88	16
ENSG00000225811	0	0	13	0	0	1	0	0	0	1	2	1
ENSG00000237457	0	0	5	0	4	1	0	1	1	2	7	2
ENSG00000241505	0	0	0	0	1	1	0	0	0	2	0	0
ENSG00000231175	0	0	0	1	0	2	0	0	0	8	1	2
ENSG00000236025	0	0	1	0	1	2	0	0	0	0	0	3
ENSG00000238108	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000285638	1	1	5	0	2	2	0	0	1	5	2	1
ENSG00000228020	0	1	2	1	1	2	0	0	0	3	1	3
ENSG00000261642	0	0	1	2	3	2	0	0	0	1	0	0
ENSG00000271187	0	0	1	1	0	0	0	0	0	1	0	0
ENSG00000233882	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000228215	0	0	1	4	2	5	0	0	0	15	2	3
ENSG00000223344	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000150681	55	19	39	90	21	41	1	9	10	66	32	21
ENSG00000285280	18	75	27	26	22	34	6	3	4	63	26	28
ENSG00000226723	5	9	3	8	3	2	0	2	6	4	8	2
ENSG00000236792	2	1	0	2	0	1	0	0	0	2	0	0
ENSG00000253148	2	4	2	0	1	5	0	0	0	3	2	2
ENSG00000236069	0	11	9	3	2	1	2	0	0	7	3	13
ENSG00000090104	2309	1904	2183	3075	350	673	350	3268	2421	1598	1523	615
ENSG00000127074	14	64	28	23	12	24	0	4	11	20	11	17
ENSG00000231767	4	5	1	2	1	2	3	5	6	2	1	0
ENSG00000283795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228687	0	0	0	1	1	3	1	0	0	1	0	2
ENSG00000226814	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000116741	422	235	267	523	110	233	3370	2744	3255	154	675	1317
ENSG00000223075	2	0	0	0	0	0	0	0	0	2	0	0
ENSG00000234473	15	18	12	7	6	9	0	3	0	11	6	1
ENSG00000116750	457	1200	596	1228	521	646	241	553	710	819	604	572
ENSG00000238754	2	14	1	1	2	3	0	0	0	4	0	0
ENSG00000116747	1399	3230	1468	4622	2112	2602	318	1319	1680	1967	2037	2257
ENSG00000023572	155	489	239	1056	449	589	76	209	232	429	301	524
ENSG00000134371	800	1747	919	2716	1104	1610	473	1836	2267	1289	1309	1359
ENSG00000221680	1	5	3	0	0	1	0	0	0	3	0	1
ENSG00000162630	145	217	127	43	50	55	0	6	4	50	30	16
ENSG00000276735	10	13	6	1	6	5	0	1	0	0	9	1
ENSG00000232077	8	3	2	10	5	9	2	3	1	18	9	1
ENSG00000286285	24	5	23	16	3	4	0	0	0	24	10	7
ENSG00000227240	19	1	15	3	3	6	0	0	0	12	5	6
ENSG00000226640	9	1	9	1	1	3	0	0	0	7	1	1
ENSG00000237011	15	2	4	6	1	0	0	0	0	5	3	0
ENSG00000237213	7	1	3	0	2	0	0	0	0	4	1	0
ENSG00000233057	23	2	1	16	3	11	2	4	2	9	3	4
ENSG00000231714	0	0	0	1	1	2	0	0	0	1	0	0
ENSG00000251813	0	0	0	0	0	1	0	0	0	1	0	1
ENSG00000228167	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000285718	0	0	0	3	2	2	0	0	0	7	1	1
ENSG00000287364	0	0	0	5	6	6	0	0	0	16	3	4
ENSG00000227421	1	0	3	0	1	5	0	0	0	5	2	1
ENSG00000162687	42	20	43	41	33	53	17	86	87	83	27	28
ENSG00000265986	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000000971	926	408	1156	1977	730	1011	806	3054	2608	704	596	688
ENSG00000116785	4	5	0	1	12	4	2	2	0	0	2	4
ENSG00000244414	0	1	0	6	0	4	0	1	1	9	1	1
ENSG00000285986	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000134365	0	0	2	0	0	2	0	0	0	0	1	0
ENSG00000080910	1	0	0	2	1	3	0	0	0	6	0	2
ENSG00000273844	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000134389	0	0	0	1	4	8	0	0	0	12	2	3
ENSG00000143278	1	0	0	1	5	5	1	0	0	10	0	4
ENSG00000066279	1060	3074	1237	1232	425	391	15	91	9	1651	853	893
ENSG00000235748	6	13	5	7	3	2	0	0	0	14	7	3
ENSG00000177888	994	1541	1024	4150	1659	2212	205	841	1176	1164	1269	931
ENSG00000237861	4	13	3	4	3	2	0	1	0	9	4	1
ENSG00000134376	7	6	2	13	15	22	3	7	6	24	32	13
ENSG00000221879	0	0	0	3	1	0	0	0	0	3	1	0
ENSG00000230260	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000213047	980	1126	1167	2469	835	1484	145	510	701	859	1051	984
ENSG00000207139	5	5	1	0	0	3	0	0	0	3	0	1
ENSG00000213046	33	47	51	20	12	22	1	0	0	17	13	2
ENSG00000235582	4	9	10	2	3	12	0	0	0	7	2	4
ENSG00000233040	13	17	20	7	8	18	0	0	0	14	4	1
ENSG00000224901	9	7	12	1	5	5	0	0	0	1	2	4
ENSG00000203724	7	9	9	13	1	6	6	11	5	10	24	7
ENSG00000143355	0	2	1	12	17	21	1	1	0	50	47	21
ENSG00000151414	1004	1720	1036	2742	1069	1296	427	2167	2165	1072	1263	1504
ENSG00000232824	10	18	10	10	15	16	0	0	0	19	10	7
ENSG00000287989	3	0	0	2	1	0	0	0	1	3	1	1
ENSG00000151418	0	0	0	1	1	3	0	0	0	2	1	3
ENSG00000223881	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000081237	4917	1626	4605	3719	727	1355	138	694	522	2803	1627	1580
ENSG00000261573	104	29	96	11	9	9	0	0	0	22	29	6
ENSG00000236278	33	4	21	1	3	6	0	1	0	11	4	1
ENSG00000229989	196	114	176	69	64	77	0	0	2	101	74	65
ENSG00000207975	2	0	1	0	0	0	0	0	0	1	3	0
ENSG00000207759	1	3	9	1	1	1	0	0	0	0	0	1
ENSG00000227747	0	0	0	2	3	3	0	0	0	12	5	4
ENSG00000225172	0	0	0	3	6	6	0	1	0	3	1	3
ENSG00000233410	0	0	1	1	0	0	0	1	0	2	0	1
ENSG00000235492	0	0	0	0	0	1	0	0	0	2	2	2
ENSG00000286541	0	0	0	1	0	0	0	0	0	3	2	1
ENSG00000231718	25	0	0	2	1	2	0	0	0	10	2	6
ENSG00000228190	0	0	1	0	0	1	0	0	0	1	1	0
ENSG00000236468	12	0	1	3	3	2	1	0	1	5	2	2
ENSG00000231984	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000228530	0	0	0	0	1	1	0	0	0	2	0	0
ENSG00000200139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229747	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000202491	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000202329	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116833	67	32	51	54	87	103	62	308	453	56	80	44
ENSG00000252860	2	1	0	0	1	1	0	1	0	5	0	0
ENSG00000229220	1	2	3	0	2	2	2	2	0	2	2	0
ENSG00000233827	0	0	0	1	0	1	0	0	0	3	1	2
ENSG00000203721	44	21	74	10	30	16	21	28	51	16	21	19
ENSG00000273093	1	0	2	1	1	1	0	0	1	0	1	0
ENSG00000213045	0	1	1	1	3	2	3	4	2	9	1	1
ENSG00000230623	9	11	13	23	16	10	4	4	3	27	7	9
ENSG00000162702	502	868	532	1034	492	550	563	1276	1831	334	357	388
ENSG00000282849	3	4	1	6	1	4	3	0	1	2	0	6
ENSG00000118193	293	1083	323	608	160	231	6	37	13	629	362	600
ENSG00000118197	205	402	267	668	342	476	280	728	813	321	343	305
ENSG00000260088	1	1	1	10	4	5	0	6	4	0	0	2
ENSG00000118200	1184	2798	824	2421	929	1167	955	3596	5907	1040	1350	1019
ENSG00000231333	1	5	2	5	2	8	3	5	5	3	0	2
ENSG00000170128	7	7	7	0	0	2	1	1	1	1	5	3
ENSG00000163362	130	456	121	264	52	129	125	129	530	111	181	146
ENSG00000233217	2	5	12	17	13	12	0	0	0	52	17	21
ENSG00000201032	0	0	2	0	0	2	0	0	0	0	2	0
ENSG00000116852	238	166	291	166	151	269	47	238	218	232	172	102
ENSG00000229191	2	0	1	8	9	6	1	1	1	19	9	16
ENSG00000234132	1	0	0	1	3	3	0	0	0	2	1	0
ENSG00000081248	6	0	4	31	55	43	1	3	1	94	40	45
ENSG00000232237	4	5	1	9	3	5	0	0	1	4	2	6
ENSG00000116857	438	582	214	2151	719	832	787	1273	1012	605	885	578
ENSG00000163395	32	1	4	30	58	71	20	287	70	127	49	39
ENSG00000229821	1	0	0	0	0	0	0	0	0	1	0	5
ENSG00000081277	93	2521	18	28	40	54	266	1081	2045	111	312	523
ENSG00000118194	15	8	3	32	18	28	13	125	65	55	22	35
ENSG00000286600	0	1	0	1	0	1	0	6	0	0	0	0
ENSG00000159166	235	502	249	220	24	39	365	835	668	173	352	258
ENSG00000282221	18	10	5	11	1	1	6	5	7	5	11	4
