	PVALUE	QVALUE	PROV_PVALUE	SIFT_PVALUE
ENSG00000000460	0.9416007298604979	1.0	0.7682	0.883
ENSG00000000938	0.11204832212587124	0.7314762669133021	0.146	0.1617
ENSG00000000971	0.06238481492953807	0.6203002645993623	0.0612	0.1862
ENSG00000001084	0.003378928365921907	0.2725372484618591	0.014	0.0272
ENSG00000001460	0.5897566654966644	1.0	0.5925	0.4137
ENSG00000001497	0.5866999754166946	1.0	0.4656	0.5218
ENSG00000001629	0.9294128798096544	1.0	0.7156	0.9064
ENSG00000001630	0.5831045950745192	1.0	0.6085	0.3951
ENSG00000001631	0.042719247703707275	0.5631591148897325	0.1051	0.0685
ENSG00000002549	0.010908127846898985	0.3912252368787947	0.0532	0.0272
ENSG00000002746	0.9355647256794501	1.0	0.808	0.8208
ENSG00000003096	0.17293619931740378	0.8296771903328529	0.603	0.0685
ENSG00000003147	0.5269868215951009	1.0	0.3264	0.6225
ENSG00000003402	0.5067803982126649	1.0	0.2967	0.6429
ENSG00000003436	0.813093430231681	1.0	0.6073	0.7488
ENSG00000003509	0.16579201823933842	0.8182810562054305	0.3011	0.1298
ENSG00000003989	0.9843989140647613	1.0	0.874	0.9481
ENSG00000004139	0.8697786086930231	1.0	0.6713	0.7973
ENSG00000004399	0.8719662122655938	1.0	0.6111	0.8816
ENSG00000004534	0.4422392096192118	1.0	0.7271	0.2119
ENSG00000004766	0.1272455051796768	0.7558284367746307	0.205	0.1354
ENSG00000004777	0.13642800969114832	0.7722102487596852	0.6284	0.0483
ENSG00000004846	0.10031137859860473	0.7155924372680714	0.1926	0.1066
ENSG00000004848	0.9992413035210354	1.0	0.9613	1.0
ENSG00000004866	0.05587737053628894	0.6083983683613697	0.0824	0.1209
ENSG00000004897	0.9999781719252483	1.0	0.9934	1.0
ENSG00000004948	0.9959007812279164	1.0	0.9613	0.9475
ENSG00000005007	0.8533084034038068	1.0	0.665	0.7667
ENSG00000005022	0.9926139309745635	1.0	0.9934	0.8868
ENSG00000005108	0.967900354901743	1.0	0.9934	0.7626
ENSG00000005156	0.8630296996585396	1.0	0.7275	0.7211
ENSG00000005187	0.5687313563151595	1.0	0.6318	0.3648
ENSG00000005339	0.0005366499395593749	0.22402631087251912	0.0026	0.0189
ENSG00000005379	0.2757704726747343	0.9434174331504552	0.538	0.1441
ENSG00000005471	0.036663996628374385	0.5279826513491033	0.0875	0.0685
ENSG00000005483	0.056936080917574294	0.61167542926529	0.0942	0.1082
ENSG00000005486	0.8156025435789069	1.0	0.6543	0.6999
ENSG00000005513	0.6847662505733634	1.0	0.6372	0.5024
ENSG00000005700	0.9493855757101445	1.0	0.9064	0.7714
ENSG00000005810	0.7363037572589455	1.0	0.4856	0.7587
ENSG00000005844	0.012590329865652228	0.4062038004023587	0.0532	0.0321
ENSG00000005955	0.6661078583795044	1.0	0.6498	0.468
ENSG00000005961	0.90946369627627	1.0	0.7304	0.8295
ENSG00000006016	0.965305026661063	1.0	0.8338	0.8976
ENSG00000006025	0.9853483759640518	1.0	0.9971	0.8362
ENSG00000006071	0.9992413035210354	1.0	0.9613	1.0
ENSG00000006114	0.05790938788235733	0.6127768266213744	0.1519	0.0685
ENSG00000006116	0.6632061053452962	1.0	0.4267	0.707
ENSG00000006118	0.9857271482989509	1.0	0.8834	0.9462
ENSG00000006194	0.36215948793935215	1.0	0.3374	0.3387
ENSG00000006282	0.798096869803883	1.0	0.9934	0.4391
ENSG00000006283	0.04132143427515156	0.5522154495634436	0.0169	0.4093
ENSG00000006432	0.2926190259115017	0.9582022589943938	0.1951	0.4317
ENSG00000006453	0.27748036291732836	0.9454476041717278	0.116	0.6741
ENSG00000006555	0.6671795064355138	1.0	0.4494	0.6787
ENSG00000006576	0.923817381769567	1.0	0.9984	0.637
ENSG00000006611	0.1250611133735735	0.754376745442491	0.5621	0.0483
ENSG00000006712	0.1737693470255074	0.8319728322463107	0.3568	0.1165
ENSG00000006715	0.9679664521409022	1.0	0.9117	0.8312
ENSG00000006740	0.25301295897946696	0.9166486043405039	0.2438	0.2823
ENSG00000006756	0.0016985620373627386	0.2597721674234296	0.0028	0.0629
ENSG00000006788	0.026230861523014015	0.49552506271346386	0.1054	0.0382
ENSG00000006831	0.4704045172568373	1.0	0.39	0.4347
ENSG00000006837	0.03732256331774375	0.5308290328022487	0.2251	0.0272
ENSG00000007047	0.9601648459540916	1.0	0.8014	0.9126
ENSG00000007062	0.8954893717329828	1.0	0.7076	0.8185
ENSG00000007171	0.977384429164801	1.0	0.999	0.7958
ENSG00000007174	0.9759030543989541	1.0	0.8279	0.9526
ENSG00000007202	0.9999781719252483	1.0	0.9934	1.0
ENSG00000007237	0.21115528788138416	0.8792681678395443	0.2224	0.2421
ENSG00000007314	0.04466783640880756	0.5709541397261138	0.0772	0.0984
ENSG00000007384	0.6157181156176585	1.0	0.6782	0.3894
ENSG00000007402	0.3639994869329116	1.0	0.3609	0.319
ENSG00000007541	0.16526166170396572	0.8169790211655725	0.2155	0.1806
ENSG00000007944	0.35313996480272913	1.0	0.2614	0.4214
ENSG00000007952	0.8582301157906203	1.0	0.7164	0.722
ENSG00000007968	0.5360672551962384	1.0	0.3454	0.6049
ENSG00000008056	0.9954296717220299	1.0	0.9613	0.9424
ENSG00000008196	0.4694689597049111	1.0	0.4531	0.373
ENSG00000008197	0.21920926892592663	0.8835178790499995	0.1637	0.3459
ENSG00000008226	0.683210789302716	1.0	0.7467	0.4269
ENSG00000008256	0.9319527179965515	1.0	0.9613	0.6809
ENSG00000008277	0.3787896940148212	1.0	0.4186	0.2916
ENSG00000008294	0.12242962104451705	0.7495737355665443	0.1624	0.1627
ENSG00000008300	0.9989258249024429	1.0	0.9998	0.9542
ENSG00000008311	0.6508301412788686	1.0	0.7679	0.3796
ENSG00000008441	0.9960783187622518	1.0	0.9613	0.9495
ENSG00000008710	0.9170974372314973	1.0	1.0	0.6215
ENSG00000008735	0.9953149719214892	1.0	0.9613	0.9412
ENSG00000008869	0.07896946178262831	0.6604130978547225	0.1548	0.0984
ENSG00000009307	0.8001957288620944	1.0	0.7176	0.6114
ENSG00000009335	0.7839583191614075	1.0	0.665	0.6309
ENSG00000009413	0.8263747064318837	1.0	0.8335	0.5663
ENSG00000009694	0.30995106618630486	0.9776010906779844	0.3049	0.2996
ENSG00000009724	0.9088727230749002	1.0	0.9858	0.6134
ENSG00000009790	0.8515605110525267	1.0	0.745	0.6809
ENSG00000009950	0.9967480567104287	1.0	0.9613	0.9575
ENSG00000009954	0.13212816558753893	0.7617070120127718	0.2321	0.1255
ENSG00000010030	0.7001169764996387	1.0	0.4461	0.7484
ENSG00000010165	0.7674005565305467	1.0	0.7554	0.5308
ENSG00000010219	0.5564485998654176	1.0	0.4693	0.4735
ENSG00000010282	0.9568635992982182	1.0	0.8532	0.8451
ENSG00000010292	0.6930919154226176	1.0	0.481	0.6809
ENSG00000010322	0.886292498497453	1.0	0.9934	0.5665
ENSG00000010671	0.001957847349827291	0.2597721674234296	0.001	0.2064
ENSG00000010818	0.8470593273199603	1.0	0.8219	0.6092
ENSG00000010932	0.3288237164570852	0.9937851804687798	0.3428	0.2899
ENSG00000011021	0.324681817622267	0.9916788948801678	0.7427	0.1314
ENSG00000011028	0.3495489000541241	1.0	0.3897	0.2785
ENSG00000011083	0.9416458910567644	1.0	0.8727	0.7774
ENSG00000011114	0.24030495616531966	0.905216509534166	0.3775	0.1699
ENSG00000011201	0.9992413035210354	1.0	0.9613	1.0
ENSG00000011304	0.6685948548351028	1.0	0.4331	0.707
ENSG00000011405	0.621223900580899	1.0	0.4633	0.579
ENSG00000011451	0.8039918626919447	1.0	0.6554	0.6765
ENSG00000011454	0.5465362778331117	1.0	0.3602	0.5988
ENSG00000011465	0.6806376582683618	1.0	0.5017	0.6309
ENSG00000011566	0.009510494367770739	0.38587442284720813	0.0152	0.0813
ENSG00000011677	0.8179237009578125	1.0	0.705	0.6538
ENSG00000012048	0.5813379469328315	1.0	0.6668	0.3587
ENSG00000012061	0.9999781719252483	1.0	0.9934	1.0
ENSG00000012174	0.06561319713481062	0.632607818792441	0.0367	0.3303
ENSG00000012504	0.9747697594830187	1.0	0.9984	0.7852
ENSG00000012779	0.05148533929077226	0.6010478002315881	0.0543	0.1661
ENSG00000012817	0.6726755098276989	1.0	0.6782	0.4566
ENSG00000013293	0.8883406991564395	1.0	0.683	0.8292
ENSG00000013297	0.8883406991564395	1.0	0.683	0.8292
ENSG00000013441	0.30026753697144537	0.9670862208460951	0.3084	0.2832
ENSG00000013503	0.9623063356940712	1.0	0.8159	0.9049
ENSG00000013523	0.4163120652552006	1.0	0.2064	0.6809
ENSG00000013561	0.030289568667102085	0.5018244754846913	0.0759	0.0629
ENSG00000013573	0.12869490696512487	0.7559898237647696	0.2244	0.1255
ENSG00000013588	0.6227443527407345	1.0	0.481	0.5601
ENSG00000013725	0.5416269131069423	1.0	0.4396	0.4834
ENSG00000014123	0.4112319946821351	1.0	0.4007	0.3443
ENSG00000014164	0.6485816170523935	1.0	0.9934	0.2916
ENSG00000014216	0.7512102972464237	1.0	0.9873	0.3886
ENSG00000014257	0.6635631648417248	1.0	0.5753	0.5249
ENSG00000014914	0.5547152360900978	1.0	0.8717	0.2536
ENSG00000015133	0.8535472427951778	1.0	0.9934	0.5136
ENSG00000015479	0.9992413035210354	1.0	0.9613	1.0
ENSG00000015520	0.24642723550434653	0.9118033414555009	0.3565	0.1862
ENSG00000016082	0.9992413035210354	1.0	0.9613	1.0
ENSG00000016602	0.5416075217512581	1.0	0.2868	0.7409
ENSG00000017260	0.9898921194575134	1.0	0.9613	0.8959
ENSG00000017373	0.17724930662701932	0.836442070533971	0.1289	0.331
ENSG00000017427	0.2947608281137585	0.9607047662679824	0.523	0.1627
ENSG00000017621	0.03799038948724642	0.5354098070540444	0.0913	0.0685
ENSG00000018236	0.15281134610979763	0.8044732488650908	0.272	0.1292
ENSG00000018280	0.9639689695265832	1.0	0.8357	0.8901
ENSG00000018510	0.9847801758847181	1.0	0.9934	0.8362
ENSG00000018625	0.5614205066142246	1.0	0.4237	0.5323
ENSG00000018699	0.08904663226215759	0.697950882359556	0.1087	0.1627
ENSG00000019144	0.9905124489496155	1.0	0.9934	0.8712
ENSG00000019186	0.989929105438782	1.0	0.9934	0.8672
ENSG00000019485	0.9642626582225741	1.0	0.9934	0.7498
ENSG00000019549	0.625320773310643	1.0	0.8394	0.3233
ENSG00000019991	0.23991052980462257	0.9050163370475915	0.1273	0.5027
ENSG00000019995	0.5088664044738938	1.0	0.422	0.455
ENSG00000020181	0.7553274448657998	1.0	0.5258	0.7379
ENSG00000020256	0.9917850388430502	1.0	0.9934	0.8804
ENSG00000020577	0.9447392640815125	1.0	0.7946	0.864
ENSG00000021488	0.3258607886512891	0.9922226736950767	0.455	0.2156
ENSG00000021645	0.37708947539536597	1.0	0.5337	0.2272
ENSG00000021762	0.21451898052059648	0.8795066880838434	0.3838	0.1433
ENSG00000021826	0.046328944721981014	0.5775737478235586	0.0574	0.1383
ENSG00000021852	0.5280804467129512	1.0	0.3859	0.5283
ENSG00000022277	0.5713807195482068	1.0	0.7344	0.3163
ENSG00000022355	0.9908677686380503	1.0	0.9934	0.8737
ENSG00000022556	0.8888447661856727	1.0	0.9934	0.571
ENSG00000022567	0.30433215968872296	0.9711380212867631	0.9046	0.0984
ENSG00000023171	0.6890769821601734	1.0	0.7007	0.4623
ENSG00000023287	0.7343628590464031	1.0	0.8607	0.4258
ENSG00000023516	0.457782107760521	1.0	0.6622	0.2454
ENSG00000023839	0.8691232491716387	1.0	0.6649	0.8034
ENSG00000023902	0.9777506141082037	1.0	0.9934	0.8019
ENSG00000024048	0.17041951984831305	0.8286376722839839	0.3026	0.1339
ENSG00000025293	0.029204341908665166	0.4962682732991094	0.0281	0.1627
ENSG00000025434	0.08065720068063664	0.6681468110436523	0.2486	0.0629
ENSG00000026025	0.4515979380627235	1.0	0.24	0.663
ENSG00000026036	0.6080252516956475	1.0	0.4516	0.5721
ENSG00000026103	0.0016312215021703214	0.2597721674234296	0.0037	0.0455
ENSG00000026652	0.05867862923764222	0.6127768266213744	0.0871	0.1214
ENSG00000026751	0.8547354003814037	1.0	0.6841	0.7484
ENSG00000027001	0.3169715232361242	0.9864898833379804	0.2731	0.3453
ENSG00000027075	0.9910497251886429	1.0	0.9934	0.875
ENSG00000027644	0.8308010853083294	1.0	0.9912	0.4822
ENSG00000027869	0.5602104811797366	1.0	0.3684	0.61
ENSG00000028116	0.5852769843736834	1.0	0.5949	0.4067
ENSG00000028277	0.1682157134846689	0.8242704425747565	0.1366	0.2916
ENSG00000028310	0.21119911102414635	0.8792681678395443	0.3468	0.1553
ENSG00000028839	0.7664955839406598	1.0	0.5028	0.7955
ENSG00000029364	0.6335843987415264	1.0	0.5519	0.5033
ENSG00000029534	0.9999987193167866	1.0	0.9984	1.0
ENSG00000029559	0.0915937184775566	0.7005757489625589	0.1877	0.0976
ENSG00000029639	0.9524088959061581	1.0	0.8159	0.8675
ENSG00000030066	0.5674279552576452	1.0	0.3902	0.5884
ENSG00000030304	0.43041712223090967	1.0	0.524	0.2821
ENSG00000031003	0.3926395215843459	1.0	0.4596	0.2801
ENSG00000031081	0.9999987193167866	1.0	0.9984	1.0
ENSG00000031691	0.9808249582257978	1.0	0.8448	0.9596
ENSG00000031698	0.48662494859696037	1.0	0.3487	0.5128
ENSG00000032742	0.05950487458081133	0.6130502204712159	0.1615	0.0666
ENSG00000033011	0.0054405917116163716	0.34330748745307377	0.024	0.0272
ENSG00000033030	0.8773581205536848	1.0	0.8042	0.6809
ENSG00000033122	0.020582994651291986	0.46077811114607714	0.1081	0.028
ENSG00000033178	0.5896336654400423	1.0	0.3398	0.7211
ENSG00000033867	0.9879970109321909	1.0	0.9613	0.8833
ENSG00000034053	0.04378614620717791	0.5676281955753083	0.0349	0.2125
ENSG00000034152	0.009223489286887987	0.38587442284720813	0.0247	0.0483
ENSG00000034971	0.8649803750882196	1.0	0.6498	0.812
ENSG00000035681	0.7121930576009878	1.0	0.6236	0.5533
ENSG00000035928	0.3446619433414464	1.0	0.1705	0.6237
ENSG00000036257	0.765419648827475	1.0	0.5024	0.7938
ENSG00000036473	0.05507355892315424	0.6082495444570459	0.1339	0.0731
ENSG00000036530	0.45844183745943434	1.0	0.5361	0.3038
ENSG00000036549	0.7382003039068743	1.0	0.6675	0.5548
ENSG00000036565	0.43727816180536394	1.0	0.2224	0.6809
ENSG00000037280	0.9680729765898037	1.0	0.8002	0.9475
ENSG00000037474	0.014963330827989396	0.4115249102170253	0.0767	0.0272
ENSG00000037637	0.9189809468988501	1.0	0.8415	0.7433
ENSG00000038002	0.5720383447307511	1.0	0.6424	0.3623
ENSG00000038219	0.27023812489705	0.9338421267054647	0.267	0.2823
ENSG00000038295	0.2665077121680438	0.9298160189402581	0.165	0.4481
ENSG00000038358	0.7110470136674178	1.0	0.6255	0.5499
ENSG00000038382	0.8648502993820352	1.0	0.6247	0.8443
ENSG00000038427	0.25707719414222185	0.9215691228607135	0.4923	0.1429
ENSG00000038945	0.8241780520380836	1.0	0.6268	0.7484
ENSG00000039068	0.17033628362735997	0.8286376722839839	0.1151	0.3518
ENSG00000039139	0.7261853455134097	1.0	0.3831	0.9356
ENSG00000039319	0.5390543220030947	1.0	0.5258	0.401
ENSG00000039523	0.9992413035210354	1.0	0.9613	1.0
ENSG00000039600	0.6293926079361878	1.0	0.6955	0.3947
ENSG00000040275	0.8409868638439612	1.0	0.7606	0.6469
ENSG00000040731	0.4901200785672044	1.0	0.3206	0.5641
ENSG00000041357	0.4008738737026254	1.0	0.4429	0.2998
ENSG00000041515	0.4883477397467034	1.0	0.5027	0.3577
ENSG00000041982	0.2806276339858418	0.9472727953376707	0.1398	0.5682
ENSG00000042062	0.6124152449818798	1.0	0.4348	0.6017
ENSG00000042286	0.6037832372354035	1.0	0.5672	0.45
ENSG00000042317	0.6582902204874794	1.0	0.4127	0.7211
ENSG00000042445	0.41901122642805233	1.0	0.7304	0.1943
ENSG00000042753	0.6264770730885163	1.0	0.3851	0.707
ENSG00000042781	0.9601662412634956	1.0	0.7495	0.9758
ENSG00000042813	0.8050738060512995	1.0	0.6477	0.6866
ENSG00000042832	0.9580279842035829	1.0	0.8699	0.833
ENSG00000042980	0.10588950634958683	0.7237323269694615	0.2252	0.0976
ENSG00000043143	0.21058535259444988	0.8792681678395443	0.3043	0.1763
ENSG00000043462	0.3268523534781609	0.9930474574661554	0.1247	0.7901
ENSG00000044115	0.8641572499933942	1.0	0.6563	0.802
ENSG00000044459	0.5074323073899927	1.0	0.4359	0.4385
ENSG00000044524	0.9576398565166544	1.0	0.867	0.8344
ENSG00000044574	0.28305276249219147	0.9497063131237732	0.2757	0.2916
ENSG00000046889	0.714631783757079	1.0	0.5298	0.6556
ENSG00000047188	0.5709326753829261	1.0	0.3121	0.7433
ENSG00000047315	0.672841141453199	1.0	0.4168	0.7433
ENSG00000047346	0.47379816199942226	1.0	0.2676	0.6407
ENSG00000047365	0.999164768862928	1.0	0.9998	0.9596
ENSG00000047410	0.8112403729670732	1.0	0.6927	0.6531
ENSG00000047457	0.4363148061913257	1.0	0.3182	0.4743
ENSG00000047578	0.2201426936515366	0.8836496125761423	0.2804	0.2031
ENSG00000047617	0.6872205762659735	1.0	0.5906	0.5457
ENSG00000047644	0.03529609835942016	0.5232996524367726	0.086	0.0666
ENSG00000047648	0.533258300142691	1.0	0.4448	0.4657
ENSG00000047662	0.6564482124138163	1.0	0.4693	0.6309
ENSG00000047932	0.5340327966736769	1.0	0.3752	0.5534
ENSG00000047936	0.6291259776237972	1.0	0.4714	0.5819
ENSG00000048028	0.7392659472745153	1.0	0.5777	0.6429
ENSG00000048052	0.8872003066516454	1.0	0.6708	0.8413
ENSG00000048342	0.5437342763446396	1.0	0.581	0.3681
ENSG00000048471	0.45637830746954544	1.0	0.4952	0.3266
ENSG00000048707	0.6130160514239158	1.0	0.3818	0.6864
ENSG00000048740	0.21332044214277335	0.8792681678395443	0.3355	0.1627
ENSG00000048991	0.048846772623719725	0.5917603086628497	0.0932	0.0908
ENSG00000049089	0.04293536145359467	0.5647934886492174	0.0389	0.1862
ENSG00000049192	0.023165729425540182	0.4765299375119508	0.1242	0.028
ENSG00000049246	0.3817663117705865	1.0	0.2598	0.4753
ENSG00000049323	0.16188347277852722	0.814221614109664	0.0993	0.3815
ENSG00000049449	0.8979002035489363	1.0	0.6676	0.8742
ENSG00000049540	0.1293147986008748	0.7569972633522364	0.1925	0.1472
ENSG00000049618	0.25600726833415943	0.9202972421115785	0.3213	0.2177
ENSG00000049759	0.9068466981160561	1.0	0.7033	0.8541
ENSG00000049883	0.12451717386449102	0.7542394029538834	0.9926	0.0272
ENSG00000050030	0.35336639428547634	1.0	0.4377	0.2519
ENSG00000050344	0.9840538059296914	1.0	0.9613	0.8601
ENSG00000050393	0.2595428266931523	0.922852394216371	0.1817	0.3923
ENSG00000050438	0.34258776554104386	1.0	0.3283	0.3211
ENSG00000050555	0.9923726575083828	1.0	0.9934	0.8849
ENSG00000051009	0.9010374926895718	1.0	0.8338	0.707
ENSG00000051341	0.7466934591525467	1.0	0.5007	0.7569
ENSG00000051382	0.9677391107202581	1.0	0.9984	0.7582
ENSG00000051825	0.2402533423566805	0.905216509534166	0.1351	0.4746
ENSG00000052126	0.39455436194962523	1.0	0.6964	0.1862
ENSG00000052841	0.9999593779502797	1.0	0.991	1.0
ENSG00000053108	0.5071429958119826	1.0	0.4064	0.4699
ENSG00000053371	0.04488974361478992	0.5709541397261138	0.0851	0.0898
ENSG00000053524	0.546588643278697	1.0	0.6597	0.327
ENSG00000053747	0.9906932058115133	1.0	0.9129	0.9494
ENSG00000053770	0.011931296654686174	0.3932196155549798	0.059	0.0272
ENSG00000054118	0.11658335807467302	0.7398095082792397	0.3284	0.0756
ENSG00000054219	0.37302664817404707	1.0	0.4402	0.2711
ENSG00000054267	0.9017528353792961	1.0	0.9984	0.5918
ENSG00000054282	0.6947221275805486	1.0	0.6467	0.5087
ENSG00000054356	0.6245349249779824	1.0	0.5792	0.4675
ENSG00000054392	0.24770525186313963	0.9136180468839025	0.4442	0.1505
ENSG00000054523	0.9201300597811437	1.0	0.854	0.7353
ENSG00000054654	0.2113749750908559	0.8792681678395443	0.3219	0.1675
ENSG00000054690	0.983360067225408	1.0	0.9911	0.8306
ENSG00000054793	0.8839775429072069	1.0	0.7024	0.7955
ENSG00000054938	0.4037413334038722	1.0	0.1971	0.6809
ENSG00000054967	0.7654354968834638	1.0	0.5329	0.7484
ENSG00000054983	0.29882254739200664	0.9657789552644984	0.1945	0.446
ENSG00000055118	0.07771404607136123	0.6602554115494673	0.218	0.0685
ENSG00000055163	0.6690769473848504	1.0	0.4503	0.6809
ENSG00000055483	0.9999781719252483	1.0	0.9934	1.0
ENSG00000055609	0.02909114911261723	0.4962682732991094	0.0797	0.0571
ENSG00000055813	0.864662731938725	1.0	0.6854	0.7691
ENSG00000055917	0.10873630247135213	0.724451925119564	0.0604	0.3763
ENSG00000055950	0.0503794234612589	0.5973421002273057	0.07	0.1255
ENSG00000055957	0.8800083284930397	1.0	0.8223	0.6713
ENSG00000056097	0.9596194699594096	1.0	0.7974	0.915
ENSG00000056291	0.28733944690863167	0.9513511202115179	0.2634	0.3117
ENSG00000056586	0.7000156310757661	1.0	0.4899	0.6813
ENSG00000057019	0.1406153078684821	0.7813312720791725	0.1853	0.1703
ENSG00000057149	0.07830008960369816	0.6602554115494673	0.1201	0.1255
ENSG00000057252	0.07532111133103325	0.6584975528418048	0.0883	0.1627
ENSG00000057294	0.01387504479423185	0.4115249102170253	0.0279	0.0685
ENSG00000057468	0.28192668411354527	0.9488842706986169	0.2526	0.3165
ENSG00000057657	0.5257416097853125	1.0	0.4902	0.4129
ENSG00000058056	0.5790464740636225	1.0	0.3007	0.7901
ENSG00000058063	0.2057393107030575	0.8770389253197096	0.2714	0.1916
ENSG00000058085	0.20304992142303768	0.8732060498209573	0.2744	0.1862
ENSG00000058091	0.47893525058168107	1.0	0.2561	0.6809
ENSG00000058335	0.014994186800511233	0.4115249102170253	0.0314	0.0666
ENSG00000058453	0.8201400594867106	1.0	0.5983	0.7752
ENSG00000058668	0.12655640890393582	0.754376745442491	0.1467	0.1879
ENSG00000058673	0.7266418458760358	1.0	0.7105	0.5051
ENSG00000058804	0.6923552999980727	1.0	0.6122	0.5339
ENSG00000059145	0.19946565596511534	0.869029474816032	0.3526	0.1415
ENSG00000059377	0.9807860982991179	1.0	0.9628	0.8418
ENSG00000059915	0.15288928791644874	0.8044732488650908	0.3916	0.0898
ENSG00000060069	0.9999781719252483	1.0	0.9934	1.0
ENSG00000060237	0.07882866355285367	0.6602554115494673	0.0476	0.3193
ENSG00000060339	0.5368955682161798	1.0	0.6247	0.3353
ENSG00000060709	0.7786478555165758	1.0	0.4965	0.8328
ENSG00000060718	0.059313165693789416	0.6130502204712159	0.0491	0.2182
ENSG00000060749	0.9999990195423463	1.0	0.9986	1.0
ENSG00000060971	0.03445497535722852	0.5202192092113568	0.2046	0.0272
ENSG00000060982	0.354498605596013	1.0	0.3146	0.3521
ENSG00000061273	0.028058704488648112	0.49552506271346386	0.1603	0.0272
ENSG00000061676	0.9999781719252483	1.0	0.9934	1.0
ENSG00000061936	0.21672606175157771	0.881451545262619	0.3339	0.167
ENSG00000061938	0.5831122920375151	1.0	0.4473	0.5375
ENSG00000061987	0.37022893662225376	1.0	0.2229	0.5295
ENSG00000062096	0.9992413035210354	1.0	0.9613	1.0
ENSG00000062282	0.02536419607975393	0.4923011766561369	0.0127	0.3047
ENSG00000062370	0.9936486536686193	1.0	0.9988	0.8905
ENSG00000062524	0.13335610710438528	0.7625680378263822	0.236	0.1249
ENSG00000062598	0.8100212810183977	1.0	0.6781	0.6649
ENSG00000062650	0.2765144648010647	0.9443084508248059	0.3008	0.2587
ENSG00000063015	0.7116580020353682	1.0	0.506	0.6809
ENSG00000063176	0.12118753521659176	0.7495737355665443	0.8125	0.0321
ENSG00000063245	0.24681475862977043	0.9118033414555009	0.2169	0.3067
ENSG00000063438	0.9971392436962571	1.0	0.9888	0.9358
ENSG00000063601	0.42691423591432676	1.0	0.5732	0.2547
ENSG00000064042	0.8177546431956496	1.0	0.6389	0.7211
ENSG00000064102	0.8914559933859854	1.0	0.726	0.7877
ENSG00000064205	0.08357227514744281	0.6824158266319463	0.6008	0.0272
ENSG00000064225	0.20254290947550246	0.8729550001650364	0.7434	0.0685
ENSG00000064300	0.5810816569043485	1.0	0.4935	0.4843
ENSG00000064309	0.1224761635886682	0.7495737355665443	0.1687	0.1567
ENSG00000064313	0.2701106280371083	0.9338421267054647	0.1819	0.4141
ENSG00000064393	0.4043333823565002	1.0	0.2197	0.6122
ENSG00000064545	0.6519632479632531	1.0	0.4136	0.707
ENSG00000064607	0.351574906565145	1.0	0.713	0.1535
ENSG00000064651	0.8214801201207464	1.0	0.7642	0.6092
ENSG00000064655	0.10254908545868258	0.7179506904216681	0.1682	0.1255
ENSG00000064687	0.9600492976732224	1.0	0.823	0.8882
ENSG00000064763	0.31894849829337657	0.987950628872359	0.8793	0.1082
ENSG00000065150	0.04517548233622648	0.5709541397261138	0.0661	0.1165
ENSG00000065328	0.3554865509638865	1.0	0.4331	0.2568
ENSG00000065357	0.18177878268099157	0.8435306115325346	0.1877	0.235
ENSG00000065361	0.6917108186163161	1.0	0.6085	0.5362
ENSG00000065427	0.2868654917628577	0.9513511202115179	0.1203	0.6809
ENSG00000065491	0.10789157048703324	0.724451925119564	0.0426	0.5283
ENSG00000065526	0.9654982868883312	1.0	0.8107	0.924
ENSG00000065534	0.09349359277824387	0.7075502762106604	0.4131	0.0455
ENSG00000065559	0.03669177968592463	0.5279826513491033	0.0814	0.0737
ENSG00000065609	0.22250237354476732	0.88526848478238	0.3551	0.1627
ENSG00000065615	0.5997825867965649	1.0	0.3456	0.7301
ENSG00000065618	0.9708034999926807	1.0	0.9934	0.7734
ENSG00000065675	0.9282930223196839	1.0	0.7467	0.8652
ENSG00000065833	0.2854996503101347	0.9513511202115179	0.1592	0.5111
ENSG00000065882	0.365698894463083	1.0	0.3818	0.3036
ENSG00000065883	0.6229544250064636	1.0	0.3959	0.6809
ENSG00000065923	0.6354740728100314	1.0	0.5178	0.5393
ENSG00000065978	0.16757095150957968	0.8230848820142015	0.2451	0.1617
ENSG00000065989	0.9816897761985376	1.0	0.8774	0.9287
ENSG00000066032	0.7896002275649717	1.0	0.5664	0.7523
ENSG00000066084	0.5349371708950391	1.0	0.2945	0.707
ENSG00000066117	0.25593001540195837	0.9202972421115785	0.3463	0.2019
ENSG00000066135	0.34911246263421025	1.0	0.461	0.235
ENSG00000066248	0.07734908083761516	0.6602554115494673	0.4625	0.0321
ENSG00000066279	0.16185564916470307	0.814221614109664	0.2005	0.1889
ENSG00000066382	0.46070798168899896	1.0	0.3417	0.4803
ENSG00000066468	0.07184520275222539	0.6519906509113186	0.1667	0.0813
ENSG00000066557	0.6084341265716441	1.0	0.3878	0.667
ENSG00000066629	0.022374266670147858	0.46651107036736855	0.0266	0.1255
ENSG00000066735	0.8127476107306029	1.0	0.5134	0.8849
ENSG00000066739	0.5904462343524743	1.0	0.5084	0.4831
ENSG00000066777	0.9069021464044096	1.0	0.7293	0.8238
ENSG00000066813	0.9405122908537543	1.0	0.7788	0.8674
ENSG00000066827	0.22464941051672294	0.8861653066071503	0.2133	0.2744
ENSG00000066933	0.8905642766728495	1.0	0.6111	0.9332
ENSG00000067066	0.3376949291379924	1.0	0.4112	0.2511
ENSG00000067141	0.9999999799986665	1.0	0.9998	1.0
ENSG00000067248	0.7346431927743449	1.0	0.6439	0.5696
