	PVALUE	QVALUE	PROV_PVALUE	SIFT_PVALUE
ENSG00000184156	0.3408205923710932	1.0	0.1888	0.5542
ENSG00000184185	0.9999987193167866	1.0	0.9984	1.0
ENSG00000184220	0.54751978068475	1.0	0.4405	0.4911
ENSG00000184226	0.5913411140720143	1.0	0.455	0.5412
ENSG00000184254	0.025414343417428542	0.4923011766561369	0.1426	0.0272
ENSG00000184281	0.5036783694071044	1.0	0.2774	0.6809
ENSG00000184292	0.5827511596154629	1.0	0.6347	0.3784
ENSG00000184304	0.4676552826642345	1.0	0.2461	0.6826
ENSG00000184305	0.9587017918659594	1.0	0.8632	0.8419
ENSG00000184313	0.8679835561532502	1.0	0.9613	0.5538
ENSG00000184343	0.01514434662179498	0.4115249102170253	0.123	0.0172
ENSG00000184347	0.9761623814479494	1.0	0.9934	0.795
ENSG00000184381	0.7197632116873249	1.0	0.8313	0.4237
ENSG00000184402	0.6045504949036694	1.0	0.4878	0.5244
ENSG00000184408	0.9023900036924173	1.0	0.9934	0.596
ENSG00000184465	0.8361505426349459	1.0	0.8475	0.5726
ENSG00000184478	0.08276697293919277	0.6819375592973813	0.107	0.1509
ENSG00000184481	0.6147598687123708	1.0	0.3868	0.6809
ENSG00000184500	0.6142415440969169	1.0	0.3818	0.6888
ENSG00000184545	0.9844465369986066	1.0	0.9934	0.8344
ENSG00000184564	0.9747697594830187	1.0	0.9984	0.7852
ENSG00000184571	0.6421520287510838	1.0	0.6334	0.4492
ENSG00000184575	0.4798976065320377	1.0	0.3	0.5831
ENSG00000184588	0.5958506210526207	1.0	0.7681	0.3248
ENSG00000184601	0.04325763345531497	0.5661848558900372	0.2687	0.0272
ENSG00000184611	0.767604106625664	1.0	0.5728	0.7004
ENSG00000184613	0.5912235202833824	1.0	0.4978	0.4945
ENSG00000184634	0.05170707605220626	0.6010478002315881	0.1013	0.0895
ENSG00000184647	0.03939728252442032	0.5441538349424686	0.0201	0.325
ENSG00000184661	0.9563322543938876	1.0	0.9934	0.7242
ENSG00000184675	0.725014879414779	1.0	0.8223	0.4345
ENSG00000184698	0.009934156978428588	0.38587442284720813	0.0269	0.0483
ENSG00000184708	0.7067938284707331	1.0	0.4715	0.7211
ENSG00000184735	0.6560608022042043	1.0	0.5519	0.5359
ENSG00000184788	0.5515920617511947	1.0	0.7652	0.2862
ENSG00000184814	0.527280844680224	1.0	0.5753	0.3535
ENSG00000184838	0.0020711297950156693	0.2597721674234296	0.002	0.1099
ENSG00000184903	0.9138819659106956	1.0	0.9934	0.6189
ENSG00000184916	0.21079186224500246	0.8792681678395443	0.133	0.4039
ENSG00000184937	0.07722746769945144	0.6602554115494673	0.2027	0.0731
ENSG00000184945	0.259510709554861	0.922852394216371	0.3801	0.1875
ENSG00000184956	0.3003564661185072	0.9670862208460951	0.1984	0.4404
ENSG00000184999	0.8303371051830485	1.0	0.9934	0.4805
ENSG00000185002	0.6903678938947084	1.0	0.6477	0.5019
ENSG00000185008	0.8777211059782877	1.0	0.8345	0.6569
ENSG00000185009	0.47475665509454823	1.0	0.2526	0.6809
ENSG00000185010	0.189840178672676	0.8582008077164482	0.5145	0.0908
ENSG00000185019	0.769340178688702	1.0	0.7211	0.559
ENSG00000185024	0.23404667339601548	0.9026403910680975	0.1891	0.3272
ENSG00000185033	0.6314082257189602	1.0	0.6085	0.4537
ENSG00000185038	0.9861505377624953	1.0	0.9613	0.872
ENSG00000185046	0.06732703527986439	0.6359240774507993	0.1655	0.0756
ENSG00000185069	0.27532134145599896	0.9432766950395156	0.1136	0.6809
ENSG00000185070	0.5222245857065004	1.0	0.4994	0.4009
ENSG00000185101	0.46527832527949187	1.0	0.6098	0.2733
ENSG00000185112	0.6979219441695774	1.0	0.4694	0.707
ENSG00000185177	0.4696617116464581	1.0	0.4362	0.3877
ENSG00000185220	0.2943670013788111	0.9604417236384807	0.1633	0.5201
ENSG00000185231	0.9711948176249499	1.0	0.9934	0.7749
ENSG00000185238	0.36923774327496983	1.0	0.2774	0.4238
ENSG00000185274	0.9992413035210354	1.0	0.9613	1.0
ENSG00000185294	0.9992413035210354	1.0	0.9613	1.0
ENSG00000185306	0.6057931168347311	1.0	0.6509	0.3944
ENSG00000185338	0.9992413035210354	1.0	0.9613	1.0
ENSG00000185448	0.6883652176647218	1.0	0.5704	0.5668
ENSG00000185453	0.9963030645089247	1.0	0.9613	0.9521
ENSG00000185467	0.9360480697343647	1.0	0.9934	0.6688
ENSG00000185477	0.3310022750463586	0.9964538444312382	0.5129	0.1956
ENSG00000185479	0.7627719200602208	1.0	0.4848	0.8167
ENSG00000185504	0.9870679957307464	1.0	0.9984	0.8449
ENSG00000185513	0.3176706756661726	0.9869849173003741	0.1834	0.5158
ENSG00000185532	0.007908446049510243	0.37490431334964264	0.0146	0.0685
ENSG00000185559	0.6753097998736277	1.0	0.5571	0.5599
ENSG00000185565	0.3055321374597233	0.9731324496324102	0.2744	0.3262
ENSG00000185567	0.8376154672100338	1.0	0.5811	0.8386
ENSG00000185585	0.840780155970932	1.0	0.5792	0.849
ENSG00000185615	0.9954296717220299	1.0	0.9613	0.9424
ENSG00000185621	0.04499299641186194	0.5709541397261138	0.0471	0.1627
ENSG00000185630	0.34678629421526175	1.0	0.2276	0.4714
ENSG00000185634	0.15223953570438975	0.8044732488650908	0.0891	0.3925
ENSG00000185658	0.6177566873368796	1.0	0.5075	0.5234
ENSG00000185684	0.03490065709873891	0.5221938389952959	0.117	0.0483
ENSG00000185689	0.9712717080936654	1.0	0.8877	0.8675
ENSG00000185697	0.38927184556606464	1.0	0.4523	0.281
ENSG00000185721	0.9206620825409617	1.0	0.9984	0.6301
ENSG00000185736	0.5372794275916986	1.0	0.8556	0.2451
ENSG00000185737	0.9856979494943165	1.0	0.991	0.8433
ENSG00000185745	0.2513420038302827	0.915464339560091	0.1574	0.4333
ENSG00000185760	0.35314428830275235	1.0	0.2584	0.4263
ENSG00000185775	0.2930221491503333	0.9590100236473803	0.2703	0.3122
ENSG00000185792	0.7463486033649347	1.0	0.5777	0.6554
ENSG00000185811	0.0021212495546515386	0.2597721674234296	0.0083	0.0272
ENSG00000185823	0.5187439484100046	1.0	0.7853	0.2522
ENSG00000185829	0.7979821902819909	1.0	0.5361	0.8134
ENSG00000185842	0.42404726324471387	1.0	0.5739	0.2518
ENSG00000185897	0.7793909937447294	1.0	0.6085	0.6809
ENSG00000185905	0.6433573368613356	1.0	0.3959	0.7211
ENSG00000185909	0.4302777180256109	1.0	0.2497	0.5917
ENSG00000185920	0.0536966330257902	0.6082495444570459	0.1182	0.0803
ENSG00000185926	0.4756583210119355	1.0	0.244	0.707
ENSG00000185933	0.9969826139751033	1.0	0.9613	0.9605
ENSG00000185947	0.8255360730492485	1.0	0.9945	0.4735
ENSG00000185950	0.997634187406178	1.0	0.9984	0.9335
ENSG00000185958	0.9999781719252483	1.0	0.9934	1.0
ENSG00000185974	0.03347649031092681	0.5108441674948835	0.0785	0.0685
ENSG00000185985	0.41424915822975517	1.0	0.4122	0.3384
ENSG00000186001	0.3637562386124277	1.0	0.3363	0.342
ENSG00000186009	0.6756419296978384	1.0	0.4231	0.7379
ENSG00000186026	0.5414412710130267	1.0	0.3004	0.707
ENSG00000186038	0.9920751665865792	1.0	0.9934	0.8826
ENSG00000186073	0.9901990773953119	1.0	0.8633	1.0
ENSG00000186104	0.47289351811969726	1.0	0.6854	0.2494
ENSG00000186113	0.9699590228199635	1.0	0.9934	0.7702
ENSG00000186115	0.9638516819462434	1.0	0.9934	0.7484
ENSG00000186185	0.6389024542225683	1.0	0.6148	0.4586
ENSG00000186188	0.9999781719252483	1.0	0.9934	1.0
ENSG00000186204	0.13981038143634772	0.7813312720791725	0.0759	0.4127
ENSG00000186230	0.9987841148602081	1.0	0.998	0.953
ENSG00000186231	0.9940650442812985	1.0	0.9613	0.929
ENSG00000186265	0.8813363137031291	1.0	0.6809	0.814
ENSG00000186297	0.006704609493865421	0.36051979120521954	0.0182	0.0455
ENSG00000186300	0.911772584947742	1.0	0.7315	0.8346
ENSG00000186334	0.11352603764928659	0.7332693811122697	0.2673	0.0898
ENSG00000186340	0.295827411694934	0.9624576782626363	0.4211	0.2031
ENSG00000186376	0.3128634867847715	0.9840190733661617	0.3849	0.2405
ENSG00000186400	0.9360480697343647	1.0	0.9934	0.6688
ENSG00000186417	0.335771090364652	0.9981943666029665	0.2234	0.4584
ENSG00000186431	0.3876221366167598	1.0	0.3623	0.3486
ENSG00000186432	0.9483616942660347	1.0	0.8561	0.8134
ENSG00000186439	0.1284029948482468	0.7559898237647696	0.3127	0.0898
ENSG00000186442	0.6330636869784458	1.0	0.41	0.6765
ENSG00000186448	0.8193135867746011	1.0	0.8354	0.5539
ENSG00000186462	0.686655443086652	1.0	0.8186	0.3931
ENSG00000186472	0.09464271044613903	0.7111345087625239	0.0846	0.2256
ENSG00000186480	0.1897231314020218	0.8582008077164482	0.4024	0.116
ENSG00000186487	0.9648132569001278	1.0	0.8274	0.9025
ENSG00000186509	0.8951528130527437	1.0	0.7343	0.7879
ENSG00000186517	0.990222331878426	1.0	0.991	0.8713
ENSG00000186522	0.057941389356917616	0.6127768266213744	0.3828	0.0272
ENSG00000186564	0.5114724222066894	1.0	0.6421	0.3015
ENSG00000186567	0.4904288639147286	1.0	0.6236	0.2903
ENSG00000186575	0.3090042736742923	0.976557880768853	0.5084	0.1789
ENSG00000186625	0.5034717660428274	1.0	0.4596	0.4107
ENSG00000186635	0.8946572368985873	1.0	0.7421	0.7784
ENSG00000186638	0.49133137958099016	1.0	0.6712	0.2705
ENSG00000186642	0.3315304274751063	0.9964538444312382	0.4181	0.2405
ENSG00000186648	0.9999781719252483	1.0	0.9934	1.0
ENSG00000186654	0.71544931173744	1.0	0.4376	0.7955
ENSG00000186716	0.2636939450353073	0.9273917860392621	0.353	0.2064
ENSG00000186777	0.9154117395024607	1.0	0.6982	0.8851
ENSG00000186790	0.9348530224489301	1.0	0.7281	0.9085
ENSG00000186806	0.25576301847730876	0.9202972421115785	0.5073	0.1377
ENSG00000186818	0.43596512444338953	1.0	0.331	0.4554
ENSG00000186847	0.10720211303234439	0.7237323269694615	0.0855	0.2611
ENSG00000186862	0.9999781719252483	1.0	0.9934	1.0
ENSG00000186868	0.42897465108379895	1.0	0.5504	0.2672
ENSG00000186881	0.007705826414894701	0.37490431334964264	0.0201	0.0483
ENSG00000186908	0.4967738150151051	1.0	0.5715	0.3233
ENSG00000186910	0.9645249928290124	1.0	0.8515	0.8758
ENSG00000186912	0.8976659665493757	1.0	0.7125	0.8185
ENSG00000186919	0.5675912146006141	1.0	0.8845	0.2597
ENSG00000186952	0.6993517615315528	1.0	0.6809	0.4893
ENSG00000186970	0.990725672193382	1.0	0.9694	0.8943
ENSG00000186976	0.7996507339541541	1.0	0.6431	0.6812
ENSG00000187024	0.4945237021722291	1.0	0.4189	0.4379
ENSG00000187033	0.9992413035210354	1.0	0.9613	1.0
ENSG00000187054	0.8614418627846631	1.0	0.5888	0.8868
ENSG00000187080	0.2044916672799164	0.8753906165401983	0.2169	0.2378
ENSG00000187116	0.996410555349076	1.0	0.991	0.9248
ENSG00000187122	0.16310997424578588	0.814221614109664	0.1183	0.3234
ENSG00000187135	0.42326127899990995	1.0	0.705	0.2044
ENSG00000187144	0.053271628652127756	0.6063763425478502	0.2066	0.0455
ENSG00000187187	0.9828388619168745	1.0	0.8845	0.9277
ENSG00000187210	0.31377318756501404	0.9842283404375781	0.4992	0.1862
ENSG00000187240	0.12946753867147887	0.7569972633522364	0.0521	0.5447
ENSG00000187242	0.9999781719252483	1.0	0.9934	1.0
ENSG00000187260	0.31667040011740233	0.986376805243738	0.2887	0.3262
ENSG00000187323	0.3008995588464364	0.9682281322167979	0.2618	0.3346
ENSG00000187372	0.4094792958267457	1.0	0.3211	0.4269
ENSG00000187391	0.2224628256926977	0.88526848478238	0.2074	0.2785
ENSG00000187398	0.06640875393509205	0.632607818792441	0.1796	0.0685
ENSG00000187486	0.007556085356817288	0.37490431334964264	0.0349	0.0272
ENSG00000187492	0.8584027457444728	1.0	0.6693	0.7732
ENSG00000187498	0.01669651216325907	0.43179025854813213	0.0177	0.1339
ENSG00000187510	0.8668975033848909	1.0	0.6378	0.832
ENSG00000187514	0.8996845424163401	1.0	0.7275	0.8068
ENSG00000187522	0.995247384623089	1.0	0.9613	0.9405
ENSG00000187527	0.538569170935138	1.0	0.3092	0.6809
ENSG00000187531	0.9999781719252483	1.0	0.9934	1.0
ENSG00000187537	0.7751552088758308	1.0	0.7694	0.5323
ENSG00000187555	0.20134575989200165	0.8718467353755887	0.2824	0.1789
ENSG00000187566	0.3066815128562469	0.9740713335796858	0.2205	0.4081
ENSG00000187609	0.995990056742674	1.0	0.9613	0.9485
ENSG00000187612	0.9999990195423463	1.0	0.9986	1.0
ENSG00000187624	0.8614040149216922	1.0	0.8587	0.608
ENSG00000187664	0.9272769315089492	1.0	0.7668	0.8395
ENSG00000187672	0.9001103869367307	1.0	0.7275	0.8079
ENSG00000187676	0.00997355396598354	0.38587442284720813	0.0104	0.1255
ENSG00000187690	0.8088695616919308	1.0	0.7946	0.5656
ENSG00000187695	0.9636575703080472	1.0	0.8046	0.9232
ENSG00000187701	0.14389162170624625	0.784747011618585	0.1467	0.2216
ENSG00000187720	0.5600321843740781	1.0	0.6379	0.3521
ENSG00000187758	0.3746185355964742	1.0	0.1539	0.7803
ENSG00000187775	0.40226700136819904	1.0	0.2158	0.6185
ENSG00000187778	0.9955541337205825	1.0	0.9712	0.9341
ENSG00000187790	0.7494172257467637	1.0	0.5319	0.7178
ENSG00000187800	0.7170994055810195	1.0	0.8617	0.4058
ENSG00000187823	0.6806926994186207	1.0	0.3871	0.8178
ENSG00000187824	0.5607048439085645	1.0	0.3121	0.7211
ENSG00000187833	0.3181725746596158	0.9875432317283265	0.2393	0.3962
ENSG00000187837	0.9999781719252483	1.0	0.9934	1.0
ENSG00000187857	0.344263662428817	1.0	0.3328	0.319
ENSG00000187860	0.9992413035210354	1.0	0.9613	1.0
ENSG00000187902	0.5426380352049276	1.0	0.6191	0.3443
ENSG00000187908	0.8758142223708156	1.0	0.7684	0.7093
ENSG00000187918	0.38424708055035506	1.0	0.9934	0.1255
ENSG00000187950	0.8737311216022836	1.0	0.6694	0.8091
ENSG00000187955	0.7262557859151628	1.0	0.7378	0.4859
ENSG00000187957	0.763314971980448	1.0	0.6739	0.5884
ENSG00000188001	0.33363823163250905	0.9969014060017599	0.3984	0.2547
ENSG00000188011	0.7979024696885187	1.0	0.6755	0.6454
ENSG00000188032	0.9934283949617111	1.0	0.9613	0.9233
ENSG00000188033	0.6705730165812933	1.0	0.53	0.5809
ENSG00000188037	0.06097638785169179	0.6178268719518524	0.0883	0.1255
ENSG00000188039	0.9966449789829116	1.0	0.9986	0.9205
ENSG00000188069	0.6462282087200173	1.0	0.39	0.7379
ENSG00000188089	0.7441984828518913	1.0	0.7144	0.5269
ENSG00000188107	0.6401836857195593	1.0	0.5796	0.4882
ENSG00000188124	0.40554604801980587	1.0	0.5141	0.2628
ENSG00000188153	0.6043442980012625	1.0	0.4433	0.5767
ENSG00000188157	0.43050104185632165	1.0	0.237	0.6239
ENSG00000188158	0.9999987193167866	1.0	0.9984	1.0
ENSG00000188162	0.9987439702930536	1.0	1.0	0.9503
ENSG00000188171	0.2682279043255573	0.9308731847389843	0.1519	0.4911
ENSG00000188177	0.8671408835786811	1.0	0.7799	0.6809
ENSG00000188269	0.027878127582940726	0.49552506271346386	0.0242	0.1788
ENSG00000188283	0.03559904099986477	0.5245047492084334	0.1198	0.0483
ENSG00000188312	0.6054327992476249	1.0	0.3984	0.6437
ENSG00000188315	0.09450728838933409	0.7111345087625239	0.0748	0.2547
ENSG00000188340	0.9861481734317648	1.0	0.994	0.8433
ENSG00000188352	0.7092083373363425	1.0	0.4918	0.6959
ENSG00000188385	0.9292685881084827	1.0	0.7241	0.8953
ENSG00000188396	0.8556076289012353	1.0	0.6467	0.7937
ENSG00000188404	0.9030929658032333	1.0	0.9613	0.6173
ENSG00000188408	0.1481928175438545	0.7924643838084826	0.0755	0.4473
ENSG00000188419	0.31955196717058176	0.9885897417138911	0.2181	0.4374
ENSG00000188452	0.045236010938240034	0.5709541397261138	0.0477	0.1617
ENSG00000188488	0.9826614503514843	1.0	0.991	0.8271
ENSG00000188501	0.4850813328129029	1.0	0.4405	0.4039
ENSG00000188517	0.6193706102241896	1.0	0.6295	0.4239
ENSG00000188523	0.24070194299195602	0.905216509534166	0.1844	0.3486
ENSG00000188554	0.794730755139277	1.0	0.6347	0.6809
ENSG00000188558	0.3435164743086887	1.0	0.3132	0.3379
ENSG00000188559	0.9977030666776657	1.0	0.9986	0.9343
ENSG00000188596	0.8767697107433203	1.0	0.621	0.8802
ENSG00000188629	0.7526004286889234	1.0	0.5375	0.7165
ENSG00000188641	0.03182049258536135	0.5053358019385106	0.0739	0.0685
ENSG00000188676	0.398657755564233	1.0	0.1934	0.6809
ENSG00000188687	0.879092870257258	1.0	0.7827	0.7033
ENSG00000188730	0.89107171686823	1.0	0.7921	0.7211
ENSG00000188738	0.21122727249200968	0.8792681678395443	0.0788	0.6836
ENSG00000188739	0.702096196496661	1.0	0.9934	0.3379
ENSG00000188763	0.7550618091827637	1.0	0.4651	0.8336
ENSG00000188770	0.9992413035210354	1.0	0.9613	1.0
ENSG00000188779	0.032719172456716294	0.5070447282639676	0.071	0.0737
ENSG00000188782	0.7346669739147991	1.0	0.5915	0.6201
ENSG00000188807	0.2162696274309467	0.881451545262619	0.2754	0.2019
ENSG00000188827	0.8314514838745737	1.0	0.5871	0.8156
ENSG00000188848	0.09496138352993189	0.7116454679155425	0.2798	0.0685
ENSG00000188859	0.6690769473848504	1.0	0.4503	0.6809
ENSG00000188868	0.3271743333386321	0.9930474574661554	0.2501	0.3945
ENSG00000188869	0.13421974279225213	0.7658275455274915	0.1723	0.1725
ENSG00000188878	0.5313643878394302	1.0	0.3417	0.6027
ENSG00000188883	0.8471473426435461	1.0	0.6098	0.8213
ENSG00000188886	0.8849344504044361	1.0	0.6662	0.8412
ENSG00000188888	0.7775612586416414	1.0	0.6252	0.6594
ENSG00000188906	0.09856905020069373	0.7137343100378081	0.0846	0.2374
ENSG00000188937	0.9065027759479175	1.0	0.9777	0.6137
ENSG00000188992	0.026050225045418873	0.49552506271346386	0.0583	0.0685
ENSG00000188994	0.9502428692540275	1.0	0.7877	0.8907
ENSG00000189001	0.8569341214124333	1.0	0.6797	0.7581
ENSG00000189013	0.006123617774718926	0.3508203454114674	0.4393	0.0017
ENSG00000189023	0.6227352506473826	1.0	0.5084	0.5299
ENSG00000189050	0.05208772026262232	0.6024485381318393	0.3363	0.0272
ENSG00000189056	0.7002823306816817	1.0	0.632	0.5285
ENSG00000189058	0.8155976622417046	1.0	0.9653	0.4744
ENSG00000189079	0.8650621894087411	1.0	0.7751	0.6809
ENSG00000189091	0.8515732840423103	1.0	0.6319	0.8028
ENSG00000189108	0.5445092994831581	1.0	0.7527	0.2848
ENSG00000189132	0.37628039740225705	1.0	0.2253	0.5365
ENSG00000189139	0.8356729647210237	1.0	0.6092	0.7955
ENSG00000189164	0.998465576711086	1.0	0.991	0.9537
ENSG00000189171	0.9563387711578478	1.0	0.9679	0.7433
ENSG00000189180	0.9992413035210354	1.0	0.9613	1.0
ENSG00000189181	0.9148366086118611	1.0	0.7771	0.7937
ENSG00000189184	0.9999999799986665	1.0	0.9998	1.0
ENSG00000189190	0.9949696368117347	1.0	0.9991	0.9022
ENSG00000189221	0.42017299363184313	1.0	0.2093	0.6809
ENSG00000189299	0.9579871632269042	1.0	0.7245	1.0
ENSG00000189325	0.2357107092809374	0.9026403910680975	0.2152	0.2903
ENSG00000189337	0.8347865415026525	1.0	0.5415	0.8927
ENSG00000189401	0.4006915226889154	1.0	0.2269	0.5848
ENSG00000189430	0.3290888881666697	0.9937851804687798	0.237	0.4198
ENSG00000196071	0.026182210327949096	0.49552506271346386	0.0074	0.5429
ENSG00000196074	0.5429697336366996	1.0	0.6841	0.3119
ENSG00000196083	0.8839147132650864	1.0	0.6837	0.8171
ENSG00000196090	0.4204834482888503	1.0	0.4028	0.3542
ENSG00000196091	0.730522726408589	1.0	0.5716	0.6345
ENSG00000196092	0.6272192416117892	1.0	0.4007	0.6809
ENSG00000196099	0.10025157018934372	0.7155924372680714	0.1219	0.1683
ENSG00000196109	0.0383773653904681	0.5375329387928607	0.0386	0.164
ENSG00000196110	0.3239094431869811	0.9910175289318426	0.2147	0.453
ENSG00000196131	0.11141101131257691	0.7296469010107868	0.8617	0.0272
ENSG00000196141	0.19484641776647094	0.8642608834359383	0.4	0.1209
ENSG00000196150	0.04619813206844625	0.5775737478235586	0.0881	0.0898
ENSG00000196155	0.30121922386465794	0.9682281322167979	0.2352	0.373
ENSG00000196159	0.7080506636805005	1.0	0.3876	0.8802
ENSG00000196169	0.35899164087376256	1.0	0.2099	0.5375
ENSG00000196171	0.4927821057529346	1.0	0.4405	0.4141
ENSG00000196184	0.10698885933355928	0.7237323269694615	0.1233	0.1806
ENSG00000196187	0.0958449246804437	0.7135003146491576	0.2385	0.0813
ENSG00000196208	0.1769955575374006	0.8358881107120691	0.5633	0.0756
ENSG00000196218	0.1912831148757108	0.8590223400645475	0.0886	0.5326
ENSG00000196220	0.827362786650324	1.0	0.6073	0.7794
ENSG00000196230	0.37787983556143745	1.0	0.5893	0.2064
ENSG00000196235	0.8804948422242416	1.0	0.653	0.8466
ENSG00000196247	0.28760573101857245	0.9514425964079056	0.4231	0.1943
ENSG00000196248	0.8365976328521051	1.0	0.603	0.8058
ENSG00000196267	0.30588900735001545	0.9731324496324102	0.7144	0.1255
ENSG00000196277	0.9797036403860332	1.0	0.9984	0.8067
ENSG00000196305	0.3998476071579914	1.0	0.5173	0.2557
ENSG00000196313	0.09274340541233517	0.7056585621934982	0.6841	0.0272
ENSG00000196331	0.12849047913751854	0.7559898237647696	0.1039	0.2705
ENSG00000196338	0.3361074266863884	0.9987099009149593	0.2108	0.4865
ENSG00000196344	0.16215627230581253	0.814221614109664	0.1302	0.2916
ENSG00000196345	0.661882180580833	1.0	0.5028	0.5978
ENSG00000196350	0.7119852259657795	1.0	0.5066	0.6807
ENSG00000196353	0.5803464276664358	1.0	0.3625	0.6579
ENSG00000196365	0.9968466181478597	1.0	0.9758	0.9445
ENSG00000196367	0.011246347363895404	0.3932196155549798	0.0049	0.3059
ENSG00000196378	0.9346717750344133	1.0	0.9984	0.6621
ENSG00000196422	0.4926532019562526	1.0	0.2579	0.707
ENSG00000196437	0.8104928093466472	1.0	0.5511	0.8192
ENSG00000196440	0.7619807219572693	1.0	0.6463	0.6113
ENSG00000196455	0.6478105178264659	1.0	0.6179	0.4678
ENSG00000196460	0.8549159118665042	1.0	0.6942	0.7379
ENSG00000196475	0.1142181226546769	0.7332693811122697	0.1674	0.1445
ENSG00000196482	0.015574841626484481	0.4115249102170253	0.0299	0.0731
ENSG00000196497	0.4017399388768119	1.0	0.3933	0.3387
ENSG00000196498	0.5432382285079715	1.0	0.4965	0.4301
ENSG00000196504	0.17698536275347343	0.8358881107120691	0.1775	0.2399
ENSG00000196505	0.9992413035210354	1.0	0.9613	1.0
ENSG00000196511	0.35848455627796794	1.0	0.2992	0.3763
ENSG00000196531	0.7714520636168748	1.0	0.6572	0.6169
ENSG00000196535	0.49733440685347285	1.0	0.4405	0.4202
ENSG00000196539	0.5221131765535219	1.0	0.351	0.5702
ENSG00000196549	0.014682234960265883	0.4115249102170253	0.0113	0.1806
ENSG00000196557	0.8468339199522379	1.0	0.6917	0.7234
ENSG00000196565	0.20935070384434362	0.8792681678395443	0.133	0.4002
ENSG00000196569	0.030155514916192505	0.5018244754846913	0.0232	0.2047
ENSG00000196584	0.5368613170652956	1.0	0.4928	0.425
ENSG00000196586	0.6000977853924843	1.0	0.5621	0.4493
ENSG00000196600	0.9809068424993266	1.0	0.9837	0.8245
ENSG00000196604	0.14853859331092112	0.7924643838084826	0.4945	0.0685
ENSG00000196611	0.5812225035302581	1.0	0.3941	0.6067
ENSG00000196616	0.2223870282157311	0.88526848478238	0.1834	0.3148
ENSG00000196632	0.7044616962224999	1.0	0.7108	0.4753
ENSG00000196636	0.17961429136680296	0.8398708666879521	0.1538	0.2823
ENSG00000196652	0.8321584272818929	1.0	0.9756	0.4918
ENSG00000196653	0.14002259164114328	0.7813312720791725	0.0691	0.4542
ENSG00000196663	0.21624656854098545	0.881451545262619	0.2472	0.2249
ENSG00000196664	0.6789529687845997	1.0	0.5743	0.5486
ENSG00000196678	0.8682160345406261	1.0	0.6907	0.7713
ENSG00000196684	0.8343295931637896	1.0	0.6111	0.79
ENSG00000196689	0.10242158958129544	0.7179506904216681	0.2347	0.0898
ENSG00000196693	0.03166103080622662	0.505162385661188	0.08	0.0629
ENSG00000196700	0.028411188174681024	0.49552506271346386	0.0646	0.0685
ENSG00000196705	0.9177356294106573	1.0	0.7037	0.8851
ENSG00000196712	0.07576893986791788	0.659498400800434	0.1205	0.1201
ENSG00000196724	0.9992413035210354	1.0	0.9613	1.0
ENSG00000196730	0.054002115870545375	0.6082495444570459	0.1435	0.0666
ENSG00000196739	0.031199557199209527	0.5049163217310539	0.0154	0.3211
ENSG00000196757	0.03351149751245175	0.5108441674948835	0.0429	0.1255
ENSG00000196767	0.032755254876432494	0.5070447282639676	0.0833	0.0629
ENSG00000196772	0.14388521457072467	0.784747011618585	0.0785	0.4141
ENSG00000196776	0.18736440266353116	0.8537622055513255	0.1401	0.3277
ENSG00000196782	0.6891318288698149	1.0	0.5541	0.5847
ENSG00000196792	0.3130997483692498	0.9842283404375781	0.2787	0.3325
ENSG00000196832	0.9999781719252483	1.0	0.9934	1.0
ENSG00000196865	0.0005885615643831388	0.22402631087251912	0.002	0.0272
ENSG00000196914	0.9992413035210354	1.0	0.9613	1.0
ENSG00000196917	0.9968912466831293	1.0	0.9988	0.9233
ENSG00000196924	0.12944669972249478	0.7569972633522364	0.1378	0.2059
ENSG00000196932	0.834371389407403	1.0	0.763	0.6328
ENSG00000196935	0.7634215547527029	1.0	0.745	0.5324
ENSG00000196943	0.8109603526634466	1.0	0.6639	0.6809
ENSG00000196963	0.18760287274355336	0.8537622055513255	0.1361	0.3379
ENSG00000196967	0.6805769723374908	1.0	0.6337	0.4994
ENSG00000196968	0.23013240452168604	0.8969029725966235	0.422	0.1433
ENSG00000196976	0.7620948257426241	1.0	0.7144	0.5532
ENSG00000196998	0.013914848142210223	0.4115249102170253	0.0397	0.0483
ENSG00000197006	0.6322328970767417	1.0	0.4064	0.6809
ENSG00000197008	0.978020793548832	1.0	0.9934	0.8031
ENSG00000197013	0.9962860189315188	1.0	0.9613	0.9519
ENSG00000197016	0.9957832061241157	1.0	0.9613	0.9462
ENSG00000197020	0.5693568590859789	1.0	0.2714	0.8508
ENSG00000197024	0.8935072399025912	1.0	0.78	0.7379
ENSG00000197043	0.2509295852108935	0.915464339560091	0.9934	0.0685
ENSG00000197045	0.9963746987699873	1.0	0.9734	0.9411
ENSG00000197054	0.03351149751245175	0.5108441674948835	0.0429	0.1255
ENSG00000197056	0.8470825134972001	1.0	0.85	0.5891
ENSG00000197057	0.5443515732224247	1.0	0.4306	0.4976
ENSG00000197077	0.6111295851324087	1.0	0.6781	0.3844
ENSG00000197081	0.4255252277595123	1.0	0.5846	0.2485
ENSG00000197102	0.978918937807118	1.0	0.8594	0.933
ENSG00000197106	0.16927648475360546	0.8276567929786595	0.1259	0.319
ENSG00000197110	0.8718906039246485	1.0	0.6111	0.8814
ENSG00000197119	0.5405722358467129	1.0	0.4437	0.4774
ENSG00000197124	0.027175147048216552	0.49552506271346386	0.0388	0.1082
